Love Stinks;J. Geils Band;;Love Stinks by J. Geils Band
Must of Got Lost;J. Geils Band;;Must of Got Lost by J. Geils Band
Night Time;J. Geils Band;;Night Time by J. Geils Band
Whammer Jammer;J. Geils Band;;Whammer Jammer by J. Geils Band
Boulevard;Jackson Browne;;Boulevard by Jackson Browne
Doctor My Eyes;Jackson Browne;1972;Doctor My Eyes by Jackson Browne
Load Out/Stay;Jackson Browne;1977;Load Out/Stay by Jackson Browne
Redneck Friend;Jackson Browne;1973;Redneck Friend by Jackson Browne
Running On Empty;Jackson Browne;1977;Running On Empty by Jackson Browne
Somebody's Baby;Jackson Browne;1982;Somebody's Baby by Jackson Browne
Take It Easy;Jackson Browne;;Take It Easy by Jackson Browne
The Load-out/stay;Jackson Browne;1977;The Load-out/stay by Jackson Browne
The Road and the Sky;Jackson Browne;1977;The Road and the Sky by Jackson Browne
Funk #49;James Gang;1970;Funk #49 by James Gang
Walk Away;James Gang;;Walk Away by James Gang
YOU'VE GOT A FRIEND;JAMES TAYLOR;1971;YOU'VE GOT A FRIEND by JAMES TAYLOR
Been Caught Stealing;Jane's Addiction;1990;Been Caught Stealing by Jane's Addiction
Jane Says;Jane's Addiction;1988;Jane Says by Jane's Addiction
Get It While You Can;Janis Joplin;1971;Get It While You Can by Janis Joplin
Me and Bobby McGee;Janis Joplin;1971;Me and Bobby McGee by Janis Joplin
Move Over;Janis Joplin;1971;Move Over by Janis Joplin
Piece of My Heart;Janis Joplin;1968;Piece of My Heart by Janis Joplin
Summertime;Janis Joplin;;Summertime by Janis Joplin
Shakedown Cruise;Jay Ferguson;;Shakedown Cruise by Jay Ferguson
Thunder Island;Jay Ferguson;1978;Thunder Island by Jay Ferguson
Freeway Jam;Jeff Beck;1975;Freeway Jam by Jeff Beck
Rice Pudding;Jeff Beck;;Rice Pudding by Jeff Beck
Somebody to Love;Jefferson Airplane;1967;Somebody to Love by Jefferson Airplane
White Rabbit;Jefferson Airplane;1967;White Rabbit by Jefferson Airplane
Find Your Way Back;Jefferson Starship;;Find Your Way Back by Jefferson Starship
Jane;Jefferson Starship;1979;Jane by Jefferson Starship
Ride the Tiger;Jefferson Starship;;Ride the Tiger by Jefferson Starship
We Built This City;Jefferson Starship;1985;We Built This City by Jefferson Starship
Right Here Right Now;Jesus Jones;1991;Right Here Right Now by Jesus Jones
Are You Gonna Be My Girl;Jet;2003;Are You Gonna Be My Girl by Jet
Cold Hard Bitch;Jet;2004;Cold Hard Bitch by Jet
Aqualung;Jethro Tull;1971;Aqualung by Jethro Tull
Bungle In The Jungle;Jethro Tull;1974;Bungle In The Jungle by Jethro Tull
Cross-eyed Mary;Jethro Tull;1971;Cross-eyed Mary by Jethro Tull
Hymn 43;Jethro Tull;;Hymn 43 by Jethro Tull
Living In The Past;Jethro Tull;1969;Living In The Past by Jethro Tull
Locomotive Breath;Jethro Tull;1971;Locomotive Breath by Jethro Tull
Nothing Is Easy;Jethro Tull;;Nothing Is Easy by Jethro Tull
Teacher;Jethro Tull;1972;Teacher by Jethro Tull
Thick As A Brick;Jethro Tull;;Thick As A Brick by Jethro Tull
Too Old To Rock 'n' Roll;Jethro Tull;;Too Old To Rock 'n' Roll by Jethro Tull
TIME IN A BOTTLE;Jim Croce;1972;TIME IN A BOTTLE by Jim Croce
All Along the Watchtower;Jimi Hendrix;1968;All Along the Watchtower by Jimi Hendrix
Angel;Jimi Hendrix;1971;Angel by Jimi Hendrix
Are You Experienced?;Jimi Hendrix;1967;Are You Experienced? by Jimi Hendrix
Crosstown Traffic;Jimi Hendrix;1968;Crosstown Traffic by Jimi Hendrix
Dolly Dagger;Jimi Hendrix;1970;Dolly Dagger by Jimi Hendrix
Fire;Jimi Hendrix;1967;Fire by Jimi Hendrix
Foxey Lady;Jimi Hendrix;1967;Foxey Lady by Jimi Hendrix
Hey Joe;Jimi Hendrix;1966;Hey Joe by Jimi Hendrix
If 6 Was 9;Jimi Hendrix;;If 6 Was 9 by Jimi Hendrix
Like a Rolling Stone;Jimi Hendrix;;Like a Rolling Stone by Jimi Hendrix
Little Wing;Jimi Hendrix;1967;Little Wing by Jimi Hendrix
Manic Depression;Jimi Hendrix;1967;Manic Depression by Jimi Hendrix
Purple Haze;Jimi Hendrix;1967;Purple Haze by Jimi Hendrix
Red House;Jimi Hendrix;1967;Red House by Jimi Hendrix
Stone Free;Jimi Hendrix;1966;Stone Free by Jimi Hendrix
The Wind Cries Mary;Jimi Hendrix;1967;The Wind Cries Mary by Jimi Hendrix
Third Stone From The Sun;Jimi Hendrix;1967;Third Stone From The Sun by Jimi Hendrix
Voodoo Child (Slight Return);Jimi Hendrix;1968;Voodoo Child (Slight Return) by Jimi Hendrix
Margaritaville;Jimmy Buffett;1977;Margaritaville by Jimmy Buffett
Son of a Son of a Sailor;Jimmy Buffett;1978;Son of a Son of a Sailor by Jimmy Buffett
Why Don't We Get Drunk;Jimmy Buffett;1973;Why Don't We Get Drunk by Jimmy Buffett
Bad Reputation;Joan Jett;1981;Bad Reputation by Joan Jett
Crimson And Clover;Joan Jett;;Crimson And Clover by Joan Jett
I Hate Myself For Loving You;Joan Jett;1988;I Hate Myself For Loving You by Joan Jett
I Love Rock 'n Roll;Joan Jett;1981;I Love Rock 'n Roll by Joan Jett
Cry Me a River;Joe Cocker;;Cry Me a River by Joe Cocker
Feelin' Alright;Joe Cocker;;Feelin' Alright by Joe Cocker
The Letter;Joe Cocker;;The Letter by Joe Cocker
With A Little Help From My Friends;Joe Cocker;1968;With A Little Help From My Friends by Joe Cocker
You Can Leave Your Hat On (Live);Joe Cocker;;You Can Leave Your Hat On (Live) by Joe Cocker
Is She Really Going Out With Him?;Joe Jackson;1979;Is She Really Going Out With Him? by Joe Jackson
Always With Me, Always With You;Joe Satriani;;Always With Me, Always With You by Joe Satriani
Summer Song;Joe Satriani;;Summer Song by Joe Satriani
A Life Of Illusion;Joe Walsh;1981;A Life Of Illusion by Joe Walsh
All Night Long;Joe Walsh;1980;All Night Long by Joe Walsh
Analog Man;Joe Walsh;2012;Analog Man by Joe Walsh
Funk #49;Joe Walsh;2012;Funk #49 by Joe Walsh
In the City;Joe Walsh;1979;In the City by Joe Walsh
Life's Been Good;Joe Walsh;;Life's Been Good by Joe Walsh
Ordinary Average Guy;Joe Walsh;1991;Ordinary Average Guy by Joe Walsh
Rocky Mountain Way;Joe Walsh;1973;Rocky Mountain Way by Joe Walsh
The Confessor;Joe Walsh;;The Confessor by Joe Walsh
Turn To Stone;Joe Walsh;;Turn To Stone by Joe Walsh
On the Dark Side;John Cafferty;1983;On the Dark Side by John Cafferty
Centerfield;John Fogerty;1985;Centerfield by John Fogerty
The Old Man Down The Road;John Fogerty;1985;The Old Man Down The Road by John Fogerty
#9 Dream;John Lennon;1974;#9 Dream by John Lennon
Imagine;John Lennon;1971;Imagine by John Lennon
Instant Karma;John Lennon;1970;Instant Karma by John Lennon
Mind Games;John Lennon;;Mind Games by John Lennon
Watching the Wheels;John Lennon;1980;Watching the Wheels by John Lennon
Woman;John Lennon;1980;Woman by John Lennon
Again Tonight;John Mellencamp;;Again Tonight by John Mellencamp
Ain't Even Done With the Night;John Mellencamp;;Ain't Even Done With the Night by John Mellencamp
Authority Song;John Mellencamp;1983;Authority Song by John Mellencamp
Check It Out;John Mellencamp;;Check It Out by John Mellencamp
Cherry Bomb;John Mellencamp;;Cherry Bomb by John Mellencamp
Crumblin' Down;John Mellencamp;1983;Crumblin' Down by John Mellencamp
Hurts So Good;John Mellencamp;1982;Hurts So Good by John Mellencamp
I Need A Lover;John Mellencamp;1978;I Need A Lover by John Mellencamp
Jack & Diane;John Mellencamp;1982;Jack & Diane by John Mellencamp
Lonely Ol' Night;John Mellencamp;1985;Lonely Ol' Night by John Mellencamp
Paper in Fire;John Mellencamp;1987;Paper in Fire by John Mellencamp
Pink Houses;John Mellencamp;1984;Pink Houses by John Mellencamp
R.O.C.K. In the U.S.A.;John Mellencamp;1985;R.O.C.K. In the U.S.A. by John Mellencamp
Rain On The Scarecrow;John Mellencamp;1985;Rain On The Scarecrow by John Mellencamp
Small Town;John Mellencamp;1985;Small Town by John Mellencamp
What If I Came Knocking;John Mellencamp;;What If I Came Knocking by John Mellencamp
Illegal Smile;John Prine;;Illegal Smile by John Prine
I CAN SEE CLEARLY NOW;Johnny Nash;1972;I CAN SEE CLEARLY NOW by Johnny Nash
Brickyard Road;Johnny Van Zant;1990;Brickyard Road by Johnny Van Zant
Shanty;Jonathan Edwards;;Shanty by Jonathan Edwards
Roadrunner;Jonathan Richman;1977;Roadrunner by Jonathan Richman
Any Way You Want It;Journey;1980;Any Way You Want It by Journey
City of the Angels;Journey;;City of the Angels by Journey
Don't Stop Believin';Journey;1981;Don't Stop Believin' by Journey
Escape;Journey;;Escape by Journey
Faithfully;Journey;1983;Faithfully by Journey
Feeling That Way;Journey;1978;Feeling That Way by Journey
Just the Same Way;Journey;;Just the Same Way by Journey
Lights;Journey;1978;Lights by Journey
Look Into The Future;Journey;;Look Into The Future by Journey
Lovin', Touchin' Squeezin';Journey;1979;Lovin', Touchin' Squeezin' by Journey
Only the Young;Journey;1985;Only the Young by Journey
Open Arms;Journey;1982;Open Arms by Journey
Send Her My Love;Journey;1983;Send Her My Love by Journey
Separate Ways (Worlds Apart);Journey;1983;Separate Ways (Worlds Apart) by Journey
Stone In Love;Journey;;Stone In Love by Journey
Wheel in the Sky;Journey;1978;Wheel in the Sky by Journey
Who's Crying Now;Journey;1981;Who's Crying Now by Journey
Breaking The Law;Judas Priest;1980;Breaking The Law by Judas Priest
Diamonds And Rust;Judas Priest;;Diamonds And Rust by Judas Priest
Electric Eye;Judas Priest;1982;Electric Eye by Judas Priest
Heading Out To The Highway;Judas Priest;;Heading Out To The Highway by Judas Priest
Hot Rockin';Judas Priest;;Hot Rockin' by Judas Priest
Living After Midnight;Judas Priest;1980;Living After Midnight by Judas Priest
The Ripper;Judas Priest;1976;The Ripper by Judas Priest
Turbo Lover;Judas Priest;;Turbo Lover by Judas Priest
You've Got Another Thing Comin';Judas Priest;;You've Got Another Thing Comin' by Judas Priest
Simple Man;Junkyard;;Simple Man by Junkyard
Carry On Wayward Son;Kansas;1976;Carry On Wayward Son by Kansas
Dust In The Wind;Kansas;1977;Dust In The Wind by Kansas
Play the Game Tonight;Kansas;1982;Play the Game Tonight by Kansas
Point of Know Return;Kansas;1977;Point of Know Return by Kansas
I'm Alright;Kenny Loggins;1980;I'm Alright by Kenny Loggins
Just Dropped In;Kenny Loggins;;Just Dropped In by Kenny Loggins
Blue On Black;Kenny Wayne Shepherd;;Blue On Black by Kenny Wayne Shepherd
Somehow, Somewhere, Someway;Kenny Wayne Shepherd;;Somehow, Somewhere, Someway by Kenny Wayne Shepherd
All Summer Long;Kid Rock;2007;All Summer Long by Kid Rock
Cowboy;Kid Rock;1998;Cowboy by Kid Rock
Let's Ride;Kid Rock;2012;Let's Ride by Kid Rock
If I Say;Kingofthehill;;If I Say by Kingofthehill
Sex On Fire;Kings of Leon;2008;Sex On Fire by Kings of Leon
Use Somebody;Kings of Leon;2008;Use Somebody by Kings of Leon
Beth;Kiss;1976;Beth by Kiss
Calling Dr. Love;Kiss;1976;Calling Dr. Love by Kiss
Christeen Sixteen;Kiss;;Christeen Sixteen by Kiss
Cold Gin;Kiss;1973;Cold Gin by Kiss
Detroit Rock City;Kiss;1976;Detroit Rock City by Kiss
Heaven's On Fire;Kiss;;Heaven's On Fire by Kiss
Lick It Up;Kiss;1983;Lick It Up by Kiss
Rock And Roll All Nite;Kiss;1975;Rock And Roll All Nite by Kiss
Shout It out Loud;Kiss;;Shout It out Loud by Kiss
Strutter;Kiss;1974;Strutter by Kiss
Tears Are Falling;Kiss;;Tears Are Falling by Kiss
Long Stick Goes Boom;Krokus;;Long Stick Goes Boom by Krokus
Screaming In The Night;Krokus;;Screaming In The Night by Krokus
Stayed Awake All Night;Krokus;;Stayed Awake All Night by Krokus
Sex Action;L.A. Guns;;Sex Action by L.A. Guns
Key To The Rhyme;Lake;;Key To The Rhyme by Lake
All My Love;Led Zeppelin;1979;All My Love by Led Zeppelin
Babe I'm Gonna Leave You;Led Zeppelin;1969;Babe I'm Gonna Leave You by Led Zeppelin
Black Dog;Led Zeppelin;1971;Black Dog by Led Zeppelin
Black Mountain Side;Led Zeppelin;1969;Black Mountain Side by Led Zeppelin
Bonzo's Montreaux;Led Zeppelin;1982;Bonzo's Montreaux by Led Zeppelin
Boogie With Stu;Led Zeppelin;1975;Boogie With Stu by Led Zeppelin
Bring It On Home;Led Zeppelin;1969;Bring It On Home by Led Zeppelin
Bron-y-aur Stomp;Led Zeppelin;1970;Bron-y-aur Stomp by Led Zeppelin
Celebration Day;Led Zeppelin;1970;Celebration Day by Led Zeppelin
Communication Breakdown;Led Zeppelin;1969;Communication Breakdown by Led Zeppelin
Custard Pie;Led Zeppelin;1975;Custard Pie by Led Zeppelin
D'Yer Mak'er;Led Zeppelin;1973;D'Yer Mak'er by Led Zeppelin
Dancing Days;Led Zeppelin;1973;Dancing Days by Led Zeppelin
Darlene;Led Zeppelin;1982;Darlene by Led Zeppelin
Dazed and Confused;Led Zeppelin;1969;Dazed and Confused by Led Zeppelin
Down By The Seaside;Led Zeppelin;1975;Down By The Seaside by Led Zeppelin
Fool In the Rain;Led Zeppelin;1979;Fool In the Rain by Led Zeppelin
For Your Life;Led Zeppelin;1976;For Your Life by Led Zeppelin
Four Sticks;Led Zeppelin;1971;Four Sticks by Led Zeppelin
Friends;Led Zeppelin;1970;Friends by Led Zeppelin
Gallows Pole;Led Zeppelin;1970;Gallows Pole by Led Zeppelin
Going to California;Led Zeppelin;1971;Going to California by Led Zeppelin
Good Times Bad Times;Led Zeppelin;1969;Good Times Bad Times by Led Zeppelin
Hats Off To {roy} Harper;Led Zeppelin;1970;Hats Off To {roy} Harper by Led Zeppelin
Heartbreaker/living Loving Maid {she's Just A Woman};Led Zeppelin;1969;Heartbreaker/living Loving Maid {she's Just A Woman} by Led Zeppelin
Hey Hey What Can I Do;Led Zeppelin;1970;Hey Hey What Can I Do by Led Zeppelin
Hot Dog;Led Zeppelin;1979;Hot Dog by Led Zeppelin
Houses of the Holy;Led Zeppelin;1975;Houses of the Holy by Led Zeppelin
How Many More Times;Led Zeppelin;1969;How Many More Times by Led Zeppelin
I Can't Quit You Baby;Led Zeppelin;1969;I Can't Quit You Baby by Led Zeppelin
Immigrant Song;Led Zeppelin;1970;Immigrant Song by Led Zeppelin
In My Time of Dying;Led Zeppelin;1975;In My Time of Dying by Led Zeppelin
In the Evening;Led Zeppelin;1979;In the Evening by Led Zeppelin
In the Light;Led Zeppelin;1975;In the Light by Led Zeppelin
Kashmir;Led Zeppelin;1975;Kashmir by Led Zeppelin
Living Loving Maid (She's Just a Woman);Led Zeppelin;1969;Living Loving Maid (She's Just a Woman) by Led Zeppelin
Misty Mountain Hop;Led Zeppelin;1971;Misty Mountain Hop by Led Zeppelin
Moby Dick;Led Zeppelin;1969;Moby Dick by Led Zeppelin
NIGHT FLIGHT;Led Zeppelin;1975;NIGHT FLIGHT by Led Zeppelin
No Quarter;Led Zeppelin;1973;No Quarter by Led Zeppelin
Nobody's Fault But Mine;Led Zeppelin;;Nobody's Fault But Mine by Led Zeppelin
Out On The Tiles;Led Zeppelin;1970;Out On The Tiles by Led Zeppelin
Over the Hills and Far Away;Led Zeppelin;1973;Over the Hills and Far Away by Led Zeppelin
Ramble On;Led Zeppelin;1969;Ramble On by Led Zeppelin
Rock and Roll;Led Zeppelin;1971;Rock and Roll by Led Zeppelin
Royal Orleans;Led Zeppelin;1976;Royal Orleans by Led Zeppelin
Since I've Been Loving You;Led Zeppelin;1970;Since I've Been Loving You by Led Zeppelin
South Bound Saurez;Led Zeppelin;1979;South Bound Saurez by Led Zeppelin
Stairway to Heaven;Led Zeppelin;1971;Stairway to Heaven by Led Zeppelin
TANGERINE;Led Zeppelin;1970;TANGERINE by Led Zeppelin
Ten Years Gone;Led Zeppelin;1975;Ten Years Gone by Led Zeppelin
Thank You;Led Zeppelin;1969;Thank You by Led Zeppelin
That's the Way;Led Zeppelin;1970;That's the Way by Led Zeppelin
The Battle Of Evermore;Led Zeppelin;1971;The Battle Of Evermore by Led Zeppelin
The Crunge;Led Zeppelin;1973;The Crunge by Led Zeppelin
The Lemon Song;Led Zeppelin;1969;The Lemon Song by Led Zeppelin
The Ocean;Led Zeppelin;1973;The Ocean by Led Zeppelin
The Rain Song;Led Zeppelin;1973;The Rain Song by Led Zeppelin
The Rover;Led Zeppelin;1975;The Rover by Led Zeppelin
The Song Remains the Same;Led Zeppelin;1973;The Song Remains the Same by Led Zeppelin
THE WANTON SONG;Led Zeppelin;1975;THE WANTON SONG by Led Zeppelin
Trampled Under Foot;Led Zeppelin;1975;Trampled Under Foot by Led Zeppelin
Traveling Riverside Blues;Led Zeppelin;1982;Traveling Riverside Blues by Led Zeppelin
What Is and What Should Never Be;Led Zeppelin;1969;What Is and What Should Never Be by Led Zeppelin
When The Levee Breaks;Led Zeppelin;1971;When The Levee Breaks by Led Zeppelin
Whole Lotta Love;Led Zeppelin;1969;Whole Lotta Love by Led Zeppelin
You Shook Me;Led Zeppelin;1969;You Shook Me by Led Zeppelin
Your Time Is Gonna Come;Led Zeppelin;1969;Your Time Is Gonna Come by Led Zeppelin
Do You Know What I Mean;Lee Michaels;;Do You Know What I Mean by Lee Michaels
Woman;Legs Diamond;;Woman by Legs Diamond
American Woman;Lenny Kravitz;1998;American Woman by Lenny Kravitz
Are You Gonna Go My Way;Lenny Kravitz;1993;Are You Gonna Go My Way by Lenny Kravitz
Fly Away;Lenny Kravitz;1998;Fly Away by Lenny Kravitz
Stranger In A Strange Land;Leon Russell;;Stranger In A Strange Land by Leon Russell
My Own Worst Enemy;Lit;1999;My Own Worst Enemy by Lit
Close My Eyes Forever;Lita Ford;1988;Close My Eyes Forever by Lita Ford
Kiss Me Deadly;Lita Ford;1988;Kiss Me Deadly by Lita Ford
All That You Dream;Little Feat;;All That You Dream by Little Feat
Dixie Chicken;Little Feat;1973;Dixie Chicken by Little Feat
I Alone;Live;;I Alone by Live
Lightning Crashes;Live;1994;Lightning Crashes by Live
Cult Of Personality;Living Colour;1988;Cult Of Personality by Living Colour
Bound for the Floor;Local H;1996;Bound for the Floor by Local H
Conquistador;London Symphony Orchestra;1967;Conquistador by London Symphony Orchestra
Midnight Blue;Lou Gramm;;Midnight Blue by Lou Gramm
Sweet Jane (Live);Lou Reed;1970;Sweet Jane (Live) by Lou Reed
Walk On The Wild Side;Lou Reed;1972;Walk On The Wild Side by Lou Reed
Lovin' Every Minute of It;Loverboy;;Lovin' Every Minute of It by Loverboy
The Kid Is Hot Tonite;Loverboy;1980;The Kid Is Hot Tonite by Loverboy
Turn Me Loose;Loverboy;1980;Turn Me Loose by Loverboy
Working for the Weekend;Loverboy;1981;Working for the Weekend by Loverboy
Wicked Sensation;Lynch Mob;;Wicked Sensation by Lynch Mob
Call Me the Breeze;Lynyrd Skynyrd;1974;Call Me the Breeze by Lynyrd Skynyrd
Dixie/Sweet Home Alabama;Lynyrd Skynyrd;1974;Dixie/Sweet Home Alabama by Lynyrd Skynyrd
Don't Ask Me No Questions;Lynyrd Skynyrd;1974;Don't Ask Me No Questions by Lynyrd Skynyrd
Free Bird;Lynyrd Skynyrd;1973;Free Bird by Lynyrd Skynyrd
Gimme Back My Bullets;Lynyrd Skynyrd;1976;Gimme Back My Bullets by Lynyrd Skynyrd
Gimme Three Steps;Lynyrd Skynyrd;1973;Gimme Three Steps by Lynyrd Skynyrd
I Know a Little;Lynyrd Skynyrd;1977;I Know a Little by Lynyrd Skynyrd
Saturday Night Special;Lynyrd Skynyrd;1975;Saturday Night Special by Lynyrd Skynyrd
Simple Man;Lynyrd Skynyrd;1973;Simple Man by Lynyrd Skynyrd
Sweet Home Alabama;Lynyrd Skynyrd;1974;Sweet Home Alabama by Lynyrd Skynyrd
That Smell;Lynyrd Skynyrd;1977;That Smell by Lynyrd Skynyrd
The Ballad Of Curtis Loew;Lynyrd Skynyrd;1974;The Ballad Of Curtis Loew by Lynyrd Skynyrd
Tuesday's Gone;Lynyrd Skynyrd;1973;Tuesday's Gone by Lynyrd Skynyrd
What's Your Name;Lynyrd Skynyrd;1977;What's Your Name by Lynyrd Skynyrd
You Got That Right;Lynyrd Skynyrd;;You Got That Right by Lynyrd Skynyrd
Merry-Go-Round;Mama's Pride;;Merry-Go-Round by Mama's Pride
Blinded by the Light;Manfred Mann;1976;Blinded by the Light by Manfred Mann
Do Wah Diddy Diddy;Manfred Mann;1964;Do Wah Diddy Diddy by Manfred Mann
Sex and Candy;Marcy Playground;;Sex and Candy by Marcy Playground
Paradise By The Dashboard Light;Meat Loaf;1977;Paradise By The Dashboard Light by Meat Loaf
TWO OUT OF THREE AIN'T BAD;Meat Loaf;1977;TWO OUT OF THREE AIN'T BAD by Meat Loaf
You Took The Words Right Out Of My Mouth;Meat Loaf;1977;You Took The Words Right Out Of My Mouth by Meat Loaf
I'm the Only One;Melissa Etheridge;1993;I'm the Only One by Melissa Etheridge
Down Under;Men At Work;1982;Down Under by Men At Work
Who Can It Be Now?;Men At Work;1982;Who Can It Be Now? by Men At Work
Breadfan;Metallica;1998;Breadfan by Metallica
Enter Sandman;Metallica;1991;Enter Sandman by Metallica
Fade To Black;Metallica;1984;Fade To Black by Metallica
For Whom The Bell Tolls;Metallica;1984;For Whom The Bell Tolls by Metallica
Fuel;Metallica;1997;Fuel by Metallica
Harvester Of Sorrow;Metallica;1988;Harvester Of Sorrow by Metallica
Hero of the Day;Metallica;1996;Hero of the Day by Metallica
Lords of Summer (First Pass Version);Metallica;;Lords of Summer (First Pass Version) by Metallica
Master of Puppets;Metallica;1986;Master of Puppets by Metallica
No Leaf Clover;Metallica;1999;No Leaf Clover by Metallica
Nothing Else Matters;Metallica;1991;Nothing Else Matters by Metallica
One;Metallica;1988;One by Metallica
Sad But True;Metallica;1991;Sad But True by Metallica
Seek & Destroy;Metallica;1983;Seek & Destroy by Metallica
The Memory Remains;Metallica;1997;The Memory Remains by Metallica
The Unforgiven;Metallica;1991;The Unforgiven by Metallica
Turn The Page;Metallica;;Turn The Page by Metallica
Until It Sleeps;Metallica;1996;Until It Sleeps by Metallica
Wherever I May Roam;Metallica;1991;Wherever I May Roam by Metallica
Whiskey In The Jar;Metallica;;Whiskey In The Jar by Metallica
Cruisin';Michael Nesmith;;Cruisin' by Michael Nesmith
Drinkin' in the Driveway;Michael Stanley;;Drinkin' in the Driveway by Michael Stanley
He Can't Love You;Michael Stanley;;He Can't Love You by Michael Stanley
Let's Get the Show on the Road;Michael Stanley;;Let's Get the Show on the Road by Michael Stanley
My Town;Michael Stanley;;My Town by Michael Stanley
Rosewood Bitters;Michael Stanley;;Rosewood Bitters by Michael Stanley
Strike up the Band;Michael Stanley;;Strike up the Band by Michael Stanley
Beds Are Burning;Midnight Oil;1988;Beds Are Burning by Midnight Oil
Devil With the Blue Dress On;Mitch Ryder;1966;Devil With the Blue Dress On by Mitch Ryder
I Melt With You;Modern English;1982;I Melt With You by Modern English
Sugar Boogie;Molkie Cole;;Sugar Boogie by Molkie Cole
Dreams I'll Never See;Molly Hatchet;;Dreams I'll Never See by Molly Hatchet
Flirtin' With Disaster;Molly Hatchet;;Flirtin' With Disaster by Molly Hatchet
What Do All The People Know;Monroes;;What Do All The People Know by Monroes
Bad Motor Scooter;Montrose;1973;Bad Motor Scooter by Montrose
Rock Candy;Montrose;1973;Rock Candy by Montrose
Space Station #5;Montrose;1973;Space Station #5 by Montrose
Don't Go Away Mad (Just Go Away);Motley Crue;1989;Don't Go Away Mad (Just Go Away) by Motley Crue
Dr. Feelgood;Motley Crue;1989;Dr. Feelgood by Motley Crue
Girls, Girls, Girls;Motley Crue;1987;Girls, Girls, Girls by Motley Crue
Home Sweet Home;Motley Crue;1985;Home Sweet Home by Motley Crue
Kickstart My Heart;Motley Crue;1989;Kickstart My Heart by Motley Crue
Looks That Kill;Motley Crue;;Looks That Kill by Motley Crue
Piece of Your Action;Motley Crue;;Piece of Your Action by Motley Crue
Same Ol' Situation;Motley Crue;1989;Same Ol' Situation by Motley Crue
Shout at the Devil;Motley Crue;1983;Shout at the Devil by Motley Crue
Smokin' in the Boys Room;Motley Crue;;Smokin' in the Boys Room by Motley Crue
Wild Side;Motley Crue;1987;Wild Side by Motley Crue
All the Young Dudes;Mott the Hoople;1972;All the Young Dudes by Mott the Hoople
Mississippi Queen;Mountain;1970;Mississippi Queen by Mountain
Moon Rider;Moxy;;Moon Rider by Moxy
Addicted To That Rush;Mr. Big;;Addicted To That Rush by Mr. Big
In the Summertime;Mungo Jerry;1970;In the Summertime by Mungo Jerry
Hair Of The Dog;Nazareth;1975;Hair Of The Dog by Nazareth
Love Hurts;Nazareth;1976;Love Hurts by Nazareth
Cinnamon Girl;Neil Young;1969;Cinnamon Girl by Neil Young
Down by the River;Neil Young;1969;Down by the River by Neil Young
Everybody Knows This Is Nowhere;Neil Young;;Everybody Knows This Is Nowhere by Neil Young
Heart of Gold;Neil Young;1972;Heart of Gold by Neil Young
Hey Hey, My My;Neil Young;1978;Hey Hey, My My by Neil Young
Like a Hurricane;Neil Young;1977;Like a Hurricane by Neil Young
My My, Hey Hey;Neil Young;1979;My My, Hey Hey by Neil Young
Old Man;Neil Young;1972;Old Man by Neil Young
Powderfinger;Neil Young;1978;Powderfinger by Neil Young
Rockin' In the Free World;Neil Young;1989;Rockin' In the Free World by Neil Young
Southern Man;Neil Young;1970;Southern Man by Neil Young
Sugar Mountain;Neil Young;1969;Sugar Mountain by Neil Young
The Needle and the Damage Done;Neil Young;1972;The Needle and the Damage Done by Neil Young
When You Dance I Can Really Love;Neil Young;;When You Dance I Can Really Love by Neil Young
Show Me The Way;Nektar;;Show Me The Way by Nektar
How You Remind Me;Nickelback;2001;How You Remind Me by Nickelback
Photograph;Nickelback;2005;Photograph by Nickelback
Rockstar;Nickelback;2005;Rockstar by Nickelback
Someday (Single Mix);Nickelback;;Someday (Single Mix) by Nickelback
(You Can Still) Rock in America;Night Ranger;1983;(You Can Still) Rock in America by Night Ranger
Don't Tell Me You Love Me;Night Ranger;1982;Don't Tell Me You Love Me by Night Ranger
Rumors In The Air;Night Ranger;;Rumors In The Air by Night Ranger
Sister Christian;Night Ranger;1983;Sister Christian by Night Ranger
When You Close Your Eyes;Night Ranger;1983;When You Close Your Eyes by Night Ranger
About a Girl;Nirvana;1989;About a Girl by Nirvana
All Apologies;Nirvana;1993;All Apologies by Nirvana
Come As You Are;Nirvana;1991;Come As You Are by Nirvana
Dumb;Nirvana;1993;Dumb by Nirvana
In Bloom;Nirvana;1991;In Bloom by Nirvana
Lithium;Nirvana;1991;Lithium by Nirvana
On a Plain;Nirvana;1991;On a Plain by Nirvana
Polly;Nirvana;1991;Polly by Nirvana
Smells Like Teen Spirit;Nirvana;1991;Smells Like Teen Spirit by Nirvana
The Man Who Sold the World;Nirvana;;The Man Who Sold the World by Nirvana
Spirit In The Sky;Norman Greenbaum;1969;Spirit In The Sky by Norman Greenbaum
This Is The Time;Nothing More;;This Is The Time by Nothing More
Wonderwall;Oasis;1995;Wonderwall by Oasis
STILL THE ONE;Orleans;1976;STILL THE ONE by Orleans
(Sittin' On) The Dock of the Bay;Otis Redding;1968;(Sittin' On) The Dock of the Bay by Otis Redding
If You Wanna Get to Heaven;Ozark Mountain Daredevils;1973;If You Wanna Get to Heaven by Ozark Mountain Daredevils
Jackie Blue;Ozark Mountain Daredevils;1975;Jackie Blue by Ozark Mountain Daredevils
Bark At The Moon;Ozzy Osbourne;1983;Bark At The Moon by Ozzy Osbourne
Changes;Ozzy Osbourne;;Changes by Ozzy Osbourne
