Behind Blue Eyes;The Who;1971;Behind Blue Eyes by The Who
Eminence Front;The Who;1982;Eminence Front by The Who
Getting In Tune;The Who;;Getting In Tune by The Who
Going Mobile;The Who;1971;Going Mobile by The Who
Happy Jack;The Who;1966;Happy Jack by The Who
I Can See For Miles;The Who;1968;I Can See For Miles by The Who
I CAN'T EXPLAIN;The Who;1965;I CAN'T EXPLAIN by The Who
I'm Free;The Who;1969;I'm Free by The Who
Join Together;The Who;1972;Join Together by The Who
Long Live Rock;The Who;1972;Long Live Rock by The Who
Love Reign O'er Me;The Who;1973;Love Reign O'er Me by The Who
Magic Bus;The Who;1968;Magic Bus by The Who
My Generation;The Who;1965;My Generation by The Who
Pinball Wizard;The Who;1969;Pinball Wizard by The Who
Shakin' All Over;The Who;;Shakin' All Over by The Who
Squeeze Box;The Who;1975;Squeeze Box by The Who
Substitute;The Who;1966;Substitute by The Who
Summertime Blues;The Who;;Summertime Blues by The Who
The Kids Are Alright;The Who;1965;The Kids Are Alright by The Who
The Real Me;The Who;1973;The Real Me by The Who
THE SEEKER;The Who;1970;THE SEEKER by The Who
THE SONG IS OVER;The Who;1971;THE SONG IS OVER by The Who
We're Not Gonna Take It;The Who;1969;We're Not Gonna Take It by The Who
Who Are You;The Who;1978;Who Are You by The Who
Won't Get Fooled Again;The Who;1971;Won't Get Fooled Again by The Who
You Better You Bet;The Who;1981;You Better You Bet by The Who
Get Together;The Youngbloods;2005;Get Together by The Youngbloods
Jailbreak;Thin Lizzy;1976;Jailbreak by Thin Lizzy
The Boys Are Back In Town;Thin Lizzy;1976;The Boys Are Back In Town by Thin Lizzy
The Cowboy Song;Thin Lizzy;;The Cowboy Song by Thin Lizzy
Semi-Charmed Life;Third Eye Blind;1997;Semi-Charmed Life by Third Eye Blind
Something In the Air;Thunderclap Newman;1969;Something In the Air by Thunderclap Newman
Bang the Drum All Day;Todd Rundgren;1983;Bang the Drum All Day by Todd Rundgren
Hello It's Me;Todd Rundgren;1972;Hello It's Me by Todd Rundgren
I Saw the Light;Todd Rundgren;1972;I Saw the Light by Todd Rundgren
We Gotta Get You a Woman;Todd Rundgren;1970;We Gotta Get You a Woman by Todd Rundgren
Life Is a Highway;Tom Cochrane;1992;Life Is a Highway by Tom Cochrane
A Face In The Crowd;Tom Petty & The Heartbreakers;;A Face In The Crowd by Tom Petty & The Heartbreakers
A Woman In Love;Tom Petty & The Heartbreakers;1981;A Woman In Love by Tom Petty & The Heartbreakers
American Dream Plan B;Tom Petty & The Heartbreakers;;American Dream Plan B by Tom Petty & The Heartbreakers
American Girl;Tom Petty & The Heartbreakers;1977;American Girl by Tom Petty & The Heartbreakers
Breakdown;Tom Petty & The Heartbreakers;1977;Breakdown by Tom Petty & The Heartbreakers
Change of Heart;Tom Petty & The Heartbreakers;;Change of Heart by Tom Petty & The Heartbreakers
Don't Come Around Here No More;Tom Petty & The Heartbreakers;1985;Don't Come Around Here No More by Tom Petty & The Heartbreakers
Don't Do Me Like That;Tom Petty & The Heartbreakers;1979;Don't Do Me Like That by Tom Petty & The Heartbreakers
Even the Losers;Tom Petty & The Heartbreakers;;Even the Losers by Tom Petty & The Heartbreakers
Fooled Again (I Don't Like It);Tom Petty & The Heartbreakers;;Fooled Again (I Don't Like It) by Tom Petty & The Heartbreakers
Free Fallin';Tom Petty & The Heartbreakers;1989;Free Fallin' by Tom Petty & The Heartbreakers
Here Comes My Girl;Tom Petty & The Heartbreakers;1979;Here Comes My Girl by Tom Petty & The Heartbreakers
I Need to Know;Tom Petty & The Heartbreakers;;I Need to Know by Tom Petty & The Heartbreakers
I Won't Back Down;Tom Petty & The Heartbreakers;1989;I Won't Back Down by Tom Petty & The Heartbreakers
Into the Great Wide Open;Tom Petty & The Heartbreakers;;Into the Great Wide Open by Tom Petty & The Heartbreakers
Jammin' Me;Tom Petty & The Heartbreakers;1987;Jammin' Me by Tom Petty & The Heartbreakers
Learning To Fly;Tom Petty & The Heartbreakers;1991;Learning To Fly by Tom Petty & The Heartbreakers
Listen To Your Heart;Tom Petty & The Heartbreakers;;Listen To Your Heart by Tom Petty & The Heartbreakers
Mary Jane's Last Dance;Tom Petty & The Heartbreakers;1993;Mary Jane's Last Dance by Tom Petty & The Heartbreakers
Refugee;Tom Petty & The Heartbreakers;1979;Refugee by Tom Petty & The Heartbreakers
Runnin' Down a Dream;Tom Petty & The Heartbreakers;1989;Runnin' Down a Dream by Tom Petty & The Heartbreakers
Stop Draggin' My Heart Around;Tom Petty & The Heartbreakers;1981;Stop Draggin' My Heart Around by Tom Petty & The Heartbreakers
The Waiting;Tom Petty & The Heartbreakers;1981;The Waiting by Tom Petty & The Heartbreakers
U Get Me High;Tom Petty & The Heartbreakers;;U Get Me High by Tom Petty & The Heartbreakers
Yer So Bad;Tom Petty & The Heartbreakers;;Yer So Bad by Tom Petty & The Heartbreakers
You Don't Know How It Feels;Tom Petty & The Heartbreakers;1994;You Don't Know How It Feels by Tom Petty & The Heartbreakers
You Get Me High;Tom Petty & The Heartbreakers;;You Get Me High by Tom Petty & The Heartbreakers
You Got Lucky;Tom Petty & The Heartbreakers;1982;You Got Lucky by Tom Petty & The Heartbreakers
You Wreck Me;Tom Petty & The Heartbreakers;1994;You Wreck Me by Tom Petty & The Heartbreakers
867-5309 / Jenny;Tommy Tutone;1982;867-5309 / Jenny by Tommy Tutone
If You Could Only See;Tonic;;If You Could Only See by Tonic
AFRICA;Toto;1982;AFRICA by Toto
Hold The Line;Toto;1978;Hold The Line by Toto
Dear Mr. Fantasy;Traffic;;Dear Mr. Fantasy by Traffic
Empty Pages;Traffic;;Empty Pages by Traffic
Medicated Goo;Traffic;;Medicated Goo by Traffic
Medusa;Trapeze;;Medusa by Trapeze
Fight The Good Fight;Triumph;;Fight The Good Fight by Triumph
Hold On;Triumph;1979;Hold On by Triumph
I Can Survive;Triumph;;I Can Survive by Triumph
Lay It On the Line;Triumph;;Lay It On the Line by Triumph
Magic Power;Triumph;;Magic Power by Triumph
Happy Together;Turtles;1967;Happy Together by Turtles
I Wanna Rock;Twisted Sister;1984;I Wanna Rock by Twisted Sister
We're Not Gonna Take It;Twisted Sister;1984;We're Not Gonna Take It by Twisted Sister
Angel Of Harlem;U2;1988;Angel Of Harlem by U2
Bad;U2;1984;Bad by U2
Beautiful Day;U2;2000;Beautiful Day by U2
Bullet the Blue Sky;U2;1987;Bullet the Blue Sky by U2
Desire;U2;1988;Desire by U2
Even Better Than the Real Thing;U2;1991;Even Better Than the Real Thing by U2
I Still Haven't Found What I'm Looking For;U2;1987;I Still Haven't Found What I'm Looking For by U2
I Will Follow;U2;1980;I Will Follow by U2
MLK/Pride;U2;1984;MLK/Pride by U2
Mysterious Ways;U2;1991;Mysterious Ways by U2
New Year's Day;U2;1983;New Year's Day by U2
One;U2;1991;One by U2
Pride (In the Name of Love);U2;1984;Pride (In the Name of Love) by U2
Sunday Bloody Sunday;U2;1983;Sunday Bloody Sunday by U2
Sweetest Thing;U2;1987;Sweetest Thing by U2
Vertigo;U2;2004;Vertigo by U2
When Love Comes to Town;U2;1988;When Love Comes to Town by U2
Where the Streets Have No Name;U2;1987;Where the Streets Have No Name by U2
With Or Without You;U2;1987;With Or Without You by U2
Red Red Wine;UB40;1983;Red Red Wine by UB40
Lights Out (Live);UFO;1976;Lights Out (Live) by UFO
Too Hot To Handle;UFO;;Too Hot To Handle by UFO
Easy Livin';Uriah Heep;;Easy Livin' by Uriah Heep
Stealin';Uriah Heep;1973;Stealin' by Uriah Heep
The Wizard;Uriah Heep;1972;The Wizard by Uriah Heep
(Oh) Pretty Woman;Van Halen;1982;(Oh) Pretty Woman by Van Halen
1984/jump;Van Halen;1984;1984/jump by Van Halen
Ain't Talkin' 'bout Love;Van Halen;1978;Ain't Talkin' 'bout Love by Van Halen
And the Cradle Will Rock...;Van Halen;1980;And the Cradle Will Rock... by Van Halen
Atomic Punk;Van Halen;;Atomic Punk by Van Halen
Beautiful Girls;Van Halen;1979;Beautiful Girls by Van Halen
Best Of Both Worlds;Van Halen;;Best Of Both Worlds by Van Halen
Black And Blue;Van Halen;;Black And Blue by Van Halen
Dance the Night Away;Van Halen;1979;Dance the Night Away by Van Halen
Dancing In the Street;Van Halen;1982;Dancing In the Street by Van Halen
Dreams;Van Halen;1986;Dreams by Van Halen
Drop Dead Legs;Van Halen;;Drop Dead Legs by Van Halen
Eruption - You Really Got Me;Van Halen;1978;Eruption - You Really Got Me by Van Halen
Everybody Wants Some!!;Van Halen;1980;Everybody Wants Some!! by Van Halen
Feel Your Love Tonight;Van Halen;;Feel Your Love Tonight by Van Halen
Feels So Good;Van Halen;;Feels So Good by Van Halen
Finish What Ya Started;Van Halen;;Finish What Ya Started by Van Halen
Hot for Teacher;Van Halen;1984;Hot for Teacher by Van Halen
I'll Wait;Van Halen;;I'll Wait by Van Halen
I'm the One;Van Halen;1978;I'm the One by Van Halen
Ice Cream Man;Van Halen;1978;Ice Cream Man by Van Halen
Intruder/ Pretty Woman;Van Halen;;Intruder/ Pretty Woman by Van Halen
Jamie's Cryin';Van Halen;1978;Jamie's Cryin' by Van Halen
Jump;Van Halen;1984;Jump by Van Halen
Little Dreamer;Van Halen;;Little Dreamer by Van Halen
Little Guitars;Van Halen;1982;Little Guitars by Van Halen
Love Walks In;Van Halen;1986;Love Walks In by Van Halen
Mean Street;Van Halen;;Mean Street by Van Halen
Panama;Van Halen;1984;Panama by Van Halen
Poundcake;Van Halen;1991;Poundcake by Van Halen
PRETTY WOMAN;Van Halen;;PRETTY WOMAN by Van Halen
Right Now;Van Halen;1991;Right Now by Van Halen
Runaround;Van Halen;;Runaround by Van Halen
Runnin' with the Devil;Van Halen;1978;Runnin' with the Devil by Van Halen
Somebody Get Me A Doctor;Van Halen;;Somebody Get Me A Doctor by Van Halen
Summer Nights;Van Halen;1986;Summer Nights by Van Halen
Take Your Whiskey Home;Van Halen;;Take Your Whiskey Home by Van Halen
Top Jimmy;Van Halen;;Top Jimmy by Van Halen
Top of the World;Van Halen;;Top of the World by Van Halen
Unchained;Van Halen;1981;Unchained by Van Halen
When It's Love;Van Halen;1988;When It's Love by Van Halen
Where Have All the Good Times Gone!;Van Halen;1982;Where Have All the Good Times Gone! by Van Halen
Why Can't This Be Love;Van Halen;1986;Why Can't This Be Love by Van Halen
You Really Got Me;Van Halen;1978;You Really Got Me by Van Halen
And It Stoned Me;Van Morrison;;And It Stoned Me by Van Morrison
BLUE MONEY;Van Morrison;;BLUE MONEY by Van Morrison
Brown Eyed Girl;Van Morrison;1967;Brown Eyed Girl by Van Morrison
CRAZY LOVE;Van Morrison;1970;CRAZY LOVE by Van Morrison
Domino;Van Morrison;1970;Domino by Van Morrison
Gloria;Van Morrison;;Gloria by Van Morrison
Into The Mystic;Van Morrison;1970;Into The Mystic by Van Morrison
Jackie Wilson Said;Van Morrison;;Jackie Wilson Said by Van Morrison
Moondance;Van Morrison;1970;Moondance by Van Morrison
Wild Night;Van Morrison;1971;Wild Night by Van Morrison
Blister In the Sun;Violent Femmes;1982;Blister In the Sun by Violent Femmes
Edge of a Broken Heart;Vixen;;Edge of a Broken Heart by Vixen
Low Rider;War;1975;Low Rider by War
Spill the Wine;War;1970;Spill the Wine by War
The Cisco Kid;War;1972;The Cisco Kid by War
Why Can't We Be Friends;War;1975;Why Can't We Be Friends by War
Cherry Pie;Warrant;1990;Cherry Pie by Warrant
Uncle Tom's Cabin;Warrant;;Uncle Tom's Cabin by Warrant
Lawyers, Guns and Money;Warren Zevon;1978;Lawyers, Guns and Money by Warren Zevon
Werewolves of London;Warren Zevon;1978;Werewolves of London by Warren Zevon
Buddy Holly;Weezer;1994;Buddy Holly by Weezer
Street Corner Serenade;Wet Willie;;Street Corner Serenade by Wet Willie
Wait;White Lion;;Wait by White Lion
Fool for Your Loving;Whitesnake;1980;Fool for Your Loving by Whitesnake
Here I Go Again;Whitesnake;1987;Here I Go Again by Whitesnake
Is This Love;Whitesnake;1987;Is This Love by Whitesnake
Slide It In;Whitesnake;1984;Slide It In by Whitesnake
Slow An' Easy;Whitesnake;;Slow An' Easy by Whitesnake
Still of the Night;Whitesnake;;Still of the Night by Whitesnake
Who Are You?;Why Not;;Who Are You? by Why Not
PLAY THAT FUNKY MUSIC;Wild Cherry;1976;PLAY THAT FUNKY MUSIC by Wild Cherry
Night Moves;Wildlife;;Night Moves by Wildlife
We've Got Tonight;Wildlife;;We've Got Tonight by Wildlife
Can't Get Enough;Winger;;Can't Get Enough by Winger
Headed For A Heartbreak;Winger;;Headed For A Heartbreak by Winger
Seventeen;Winger;;Seventeen by Winger
Persephone;Wishbone Ash;1980;Persephone by Wishbone Ash
Summertime Girls;Y&T;;Summertime Girls by Y&T
Changes;Yes;1983;Changes by Yes
I've Seen All Good People;Yes;1971;I've Seen All Good People by Yes
It Can Happen;Yes;1983;It Can Happen by Yes
Leave It;Yes;1983;Leave It by Yes
Long Distance Runaround;Yes;1972;Long Distance Runaround by Yes
Owner of a Lonely Heart;Yes;1983;Owner of a Lonely Heart by Yes
Roundabout;Yes;1971;Roundabout by Yes
Starship Trooper;Yes;1971;Starship Trooper by Yes
Wonderous Stories;Yes;;Wonderous Stories by Yes
Yours Is No Disgrace;Yes;1971;Yours Is No Disgrace by Yes
Tell Me What You Want;Zebra;;Tell Me What You Want by Zebra
Who's Behind The Door;Zebra;;Who's Behind The Door by Zebra
Time of the Season;Zombies;1968;Time of the Season by Zombies
A Fool for Your Stockings;ZZ Top;;A Fool for Your Stockings by ZZ Top
Arrested For Driving While Blind;ZZ Top;1976;Arrested For Driving While Blind by ZZ Top
Beer Drinkers & Hell Raisers;ZZ Top;1973;Beer Drinkers & Hell Raisers by ZZ Top
Cheap Sunglasses;ZZ Top;1980;Cheap Sunglasses by ZZ Top
Gimme All Your Lovin;ZZ Top;1983;Gimme All Your Lovin by ZZ Top
Got Me Under Pressure;ZZ Top;1983;Got Me Under Pressure by ZZ Top
Heard It On the X;ZZ Top;1975;Heard It On the X by ZZ Top
I Thank You;ZZ Top;;I Thank You by ZZ Top
I'm Bad, I'm Nationwide;ZZ Top;;I'm Bad, I'm Nationwide by ZZ Top
Jesus Just Left Chicago;ZZ Top;1973;Jesus Just Left Chicago by ZZ Top
Just Got Paid;ZZ Top;;Just Got Paid by ZZ Top
La Grange;ZZ Top;1973;La Grange by ZZ Top
Legs;ZZ Top;1983;Legs by ZZ Top
My Head's In Mississippi;ZZ Top;;My Head's In Mississippi by ZZ Top
Party On The Patio;ZZ Top;;Party On The Patio by ZZ Top
Pearl Necklace;ZZ Top;1981;Pearl Necklace by ZZ Top
Sharp Dressed Man;ZZ Top;1983;Sharp Dressed Man by ZZ Top
She Loves My Automobile;ZZ Top;;She Loves My Automobile by ZZ Top
Tube Snake Boogie;ZZ Top;1981;Tube Snake Boogie by ZZ Top
Tush;ZZ Top;1975;Tush by ZZ Top
TV Dinners;ZZ Top;1983;TV Dinners by ZZ Top
WAITIN' FOR THE BUS/JESUS JUST LEFT CHICAGO;ZZ Top;1973;WAITIN' FOR THE BUS/JESUS JUST LEFT CHICAGO by ZZ Top
